select * from headword_exs where Trs regexp '.+\)。\S.*';
WdID	PoSID	MnID	col_Order	Wd	Wd2	exid	Ex	IPA	Trs
769	0	0	719	アタキシ	ア⸢タキシ	1	ヤ⸢マ⸣ヌ　ア⸢タキシ⸣　ナリ　⸢ブー⸣トンラ　⸢キー⸣バ　⸣キシ　ウ⸢タ⸣シティ　カ⸢タ⸣ミ　⸢クー⸣タ	[ja⸢ma⸣nu ʔa⸢takiʃi⸣ nari ⸢buː⸣tonra ⸢kiː⸣ba ⸣ki̥ʃi ʔu⸢ta⸣ʃi̥tiru kḁ⸢ta⸣mi ⸢kuː⸣ta]	(山が断崖になっている所から木を伐り落として担いで来た)。野や山が急に切り立った絶壁になっているところ。「急な切れ」の義。
776	0	0	726	アダナシジナ	ア⸢ダナ⸣シジナ	1	ア⸢ダナ⸣シジナー　⸢スー⸣ワン	[ʔa⸢dana⸣ʃiʤinaː ⸢suː⸣waŋ]	(アダンの気根の繊維で綯った綱は強い)。アダンの気根(直径3~4センチ、長さ60~80センチ)の皮を剥ぎ、約2ミリの厚さに切り割り、乾燥させたものを細かく裂いて直径約2ミリの太さに綯った縄を⸢ユー⸣ル[⸢juː⸣ru](細い縄{EOS}「撚り」の義か)といい、直径約1センチ以上の太さに綯ったものを、ア⸢ダナシ⸣ジナ[ʔa⸢dana⸣ʃiʤina](アダナシ綱)という。ア⸢ダナ⸣シジナ[ʔa⸢dana⸣ʃiʤina](アダナシ綱)は強いので、サバニのアンカーロープ⸣や⸢アウダ[⸢ʔau⸣da](もっこ)を造るのに用いられた。⸢ユー⸣ル[⸢juː⸣ru](アダナシの細縄)は、民具の⸢アン⸣スク[⸢ʔan⸣su̥ku]を造るのに有用な素材であった
624	0	0	768	アダンブラ	ア⸢ダン⸣ブラ	1	ア⸢ダン⸣ブラー　イ⸢スヌ⸣　パ⸢タ⸣ナーン　マー⸢ン⸣ナーン　ムイ⸢ブタン	[ʔa⸢dam⸣buraː ʔi⸢sunu⸣ pḁ⸢ta⸣naːm maː⸢n⸣naːm mui⸢butaŋ]	(阿檀は海岸<磯端>にも何処にも生えていた)。幹の下部から多数の気根を出す。この気根を切り取り、裂いて乾燥し、細かく裂いて縄を綯い、舟の綱にしたり、もっこ(畚)を編むのに利用した。実はパインの形状をしており、熟れると赤みを呈し、甘味が出て食べられる。それを食いにヤシガニが阿檀の木に登ってくる。
877	0	0	789	アチミ	ア⸢チミ	2	⸢コンクリー⸣ヌ　ア⸢チミヌ⸣　ピサティ　⸢トゥッ⸣キ　⸢ナー⸣ヌ	[⸢koŋkuriː⸣nu ʔa⸢ʧiminu⸣ pi̥sati ⸢tuk⸣ki ⸢naː⸣nu]	(コンクリートの厚みが薄いので、陥没してしまった)。ク⸢ビイツァヌ⸣　ア⸢チメー　ヌー⸣シヤー。ピ⸢サーピサーヌ　サンブイツァバ⸣ル　シゥ⸢カイヨーッ⸣タ⸢ダー[ku⸢biʔiʦanu⸣ ʔa⸢ʧimeː nuː⸣ʃijaː。pi̥⸢saːpisaːnu sambuʔiʦaba⸣ru si̥⸢kaijoːt⸣ta⸢daː](壁板の厚みはどうかね{EOS}薄い三分板を<ぞ>使われたよ)
871	0	0	791	アチャー	⸣アチャー	2	ア⸢チャー　キュー⸣ヤ　⸢パイ⸣サ　ユクイ⸢オー⸣リ	[ʔa⸢ʧaː kjuː⸣ja ⸢pai⸣sa jukui⸢oː⸣ri]	(お父さん、今日は早くお休みなさい)。おもろ語の「あさ」(「親」の同義語、集落の長老)と同じことばであろう、との説がある
832	0	0	795	アチラウン	ア⸢チ⸣ラウン	3	⸣ドゥーシ　ア⸢チ⸣ライ	[⸣duːʃi ʔa⸢ʧi⸣rai]	(自分で注文しろ<誂えろ>)。ア⸢チライ⸣ルン[ʔa⸢ʧirai⸣ruŋ](誂える)と同じ。
874	0	0	804	アツァシトゥムティ	⸣アツァ　シ⸢トゥム⸣ティ	1	⸣アツァ　シ⸢トゥム⸣テー　⸢トゥンナキン⸣ラ　ウ⸢キ⸣リ⸢ヨー	[⸣ʔaʦa ʃi̥⸢tumu⸣teː ⸢tunnakin⸣ra ʔu⸢ki⸣ri⸢joː]	(明朝<明日の朝>は暁から<鶏鳴時刻から>に起きなさい<起きれ>よ)。⸣アツァは、「あした」の第2音節[ʃi]の前舌狭母音[i]によって第3音節の[t]が口蓋化され、破擦音化して[ʦa]となったもの。シ⸢トゥム⸣ティ[ʃi̥⸢tumu⸣ti]は、「つとめて」の転訛したもの。
788	0	0	826	アッタルムヌ	⸢アッ⸣タルムヌ	1	⸢アッ⸣タルムヌバ　ッ⸢ふァイヤー⸣　サ⸢ムティ⸣　ヌンティ　シ⸢ティッツァーシ⸣　シケーワ	[⸢ʔat⸣tarumunuba f⸢faijaː⸣ sa⸢muti⸣ nunti ʃi̥⸢titʦaːʃi⸣ ʃi̥keːwa]	(折角の大事な<勿体ない>ものを食べはしないで、何ゆえに捨てちらかしてあるのか)。「あたらもの(可惜もの)」「~木に伐り行きつ安多良<アタラ>船木を。万、391」の転訛。
915	0	0	840	アティカールン	ア⸢ティカールン	1	シ⸢ダキヌ⸣　パ⸢ナシ⸣トー　ア⸢ティカーリ　イーシ⸣ヌ　⸢ダイヤー⸣　ム⸢タン⸣ツォー	[ʃi⸢dakinu⸣ pa⸢naʃi⸣toː ʔa⸢tikaːri ʔiːʃi⸣nu ⸢daijaː⸣ mu⸢tan⸣ʦoː]	(最初の話とは見当がはずれて<見込み違いで>、角又の値段は上がら<持た>ないそうだ)。ア⸢キナイ⸣ヤー　⸢チャー⸣　ア⸢ティカールン⸣。ア⸢ティカーラン⸣　ムノー　⸢ナー⸣ヌ[ʔa⸢kinai⸣jaː ⸢ʧaː⸣ ʔa⸢tikaːruŋ⸣。ʔa⸢tikaːram⸣ munoː ⸢naː⸣nu](商いは常に当てがはずれる{EOS}見込みがはずれない<見込み違いのない>ものはない)
927	0	0	860	アティンクティンナーヌ	ア⸢ティン⸣クティン　⸢ナー⸣ヌ	2	⸣ドゥーシ　ア⸢ジティ⸣　マ⸢ナ⸣マ　⸢ナッタ⸣クトゥ　⸢バシキティ⸣　ア⸢ティン⸣クティン　⸢ナー⸣ヌ	[⸣duːʃi ʔa⸢ʤiti⸣ ma⸢na⸣ma ⸢nat⸣taku̥tu ⸢baʃi̥kiti⸣ ʔa⸢tiŋ⸣kutin ⸢naː⸣nu]	(自分で言ったのに、今になって忘れて知らんぷりである<言いっ放しで責任を取らない>)。うんともすんともない。なんの音沙汰もない。平気である。無頓着である。感心がない。下に否定の語を伴って用いられる。
939	1	1	870	アトゥ	⸣アトゥ	2	プ⸢スヌ⸣　アトゥナ　ナ⸢ラブナ	[pu̥⸢sunu⸣ ʔatuna na⸢rabuna]	(人の後ろに並ぶな<人後に落ちるな>)。時間的な後方。
930	0	0	904	アトゥピュール	⸣アトゥピュール	1	⸣アトゥピュールナール　ク⸢トゥシヌ　プー⸣ロー　⸢ソー⸣ルツォー	[⸣ʔatupjuːrunaːru ku̥⸢tuʃinu puː⸣roː ⸢soː⸣ruʦoː]	(後日和で<ぞ>今年の豊年祭はされるそうだ)。農作物の生育状況や、その他の事情によって前後の吉日が決められる。
1004	0	0	926	アバ	⸣アバ	7	サ⸢バ⸣アバ	[sa⸢ba⸣ʔaba]	(鱶油{EOS}鱶の肝臓を炒って搾油したもの)。⸢オー⸣ヌアバ[⸢ʔoː⸣nuʔaba](豚の脂)など。
1002	0	0	932	アバイズ	⸣アバイズ	1	⸣アバイゾー　イ⸢シヌ⸣　イ⸢ル⸣トゥ　⸢ニーブンダ⸣　ユー⸢サン⸣カー　ッ⸢サムティ　フンスク⸣　バスン　ア⸢リ⸣ブタ	[⸣ʔabaiʣoː ʔi⸢ʃinu⸣ ʔi⸢ru⸣tu ⸢niːbunda⸣ juː⸢saŋ⸣kaː s⸢samuti ɸuŋku⸣ basuŋ ʔa⸢ri⸣buta]	(オニオコゼは石の色と似ているので、注意しないと知らずに踏みつけることもあった<ありおった>)。鳩間島では食する人はいない。
895	0	0	933	アバイルン	ア⸢バイルン	6	⸢パー⸣ク　ア⸢バイレー⸣　ミサムヌ	[⸢paː⸣ku ʔa⸢baireː⸣ misamunu]	(早く溢れればいいのに)。ア⸢バッカイルン[ʔa⸢bakkairuŋ](満ち溢れる)ともいう。
1046	0	0	967	アバパク	ア⸢バ⸣パク	1	ア⸢バ⸣パコーラ　タ⸢ニ⸣ユー　ス⸢クイ⸣　パ⸢カ⸣レーティル　⸢カーソーッ⸣タ	[ʔa⸢ba⸣pḁkoːra ta⸢ni⸣juː su̥⸢kui⸣ pḁ⸢ka⸣reːtiru ⸢kaːsoːt⸣ta]	(菜種油<なたねあぶら>を入れる缶から種油を掬い、量ってからお売りなさった)。ア⸢バ⸣カン[ʔa⸢ba⸣kaŋ](油缶)ともいう
1070	0	0	988	アブ	⸣アブ	2	⸣クマー　ア⸢ブ⸣トゥ　⸢アーヤ⸣トゥ　フ⸢タール⸣シ　ス⸢ク⸣ローレール　⸢ジー⸣マシ	[⸣kumaː ʔa⸢bu⸣tu ⸢ʔaːja⸣tu ɸu̥⸢taːru⸣ʃi su̥⸢ku⸣roːreːru ⸢ʤiː⸣maʃi]	(ここは父と母が二人で耕作された土地です)。明治、大正生まれの古老の言葉。昭和生まれの若年層は、⸣アンマ[⸣ʔamma](母{EOS}親族名称)、アン⸢マー[ʔam⸢maː](お母さん{EOS!}親族呼称)という人が多い。これは、弟妹たちが兄嫁を⸣アンマ[ʔamma](姉さん)と呼んだのを、子や孫が母親の名称と誤解して伝承したことによるものであろう。
1071	0	0	989	アブ	ア⸢ブ	1	シ⸢マナカミチ⸣ヌ　⸢アンタヌ⸣　ナ⸢カシ⸣ケーヌ　パ⸢タキ⸣ヌ　⸣スバナー　ア⸢ブヌ⸣　アンティ⸢ダー	[ʃi⸢manakamiʧi⸣nu ⸢ʔantanu⸣ na⸢kaʃi̥⸣keːnu pḁ⸢taki⸣nu ⸣subanaː ʔa⸢bunu⸣ ʔanti⸢daː]	(島中道の東の、仲底家の畑の側に天然の竪穴洞穴があるそうだよ)。竪穴の自然洞穴。
1083	0	0	995	アブジ	ア⸢ブ⸣ジ	3	ア⸢ブ⸣ジン　⸢オーシ　	[ʔa⸢bu⸣ʤiŋ ⸢ʔoːʃi]	(御祖父さんに差し上げなさい)。語源として、「ア(吾)・ウプ(大)・ヂ(父)」の転訛との説がある(『日本語の系譜』)。
1087	0	0	998	アブシバライ	ア⸢ブシ⸣バライ	1	⸢トー⸣サ　トゥ⸢リンテー⸣ナ　ア⸢ブシ⸣バライ　⸢サン⸣カー　ナ⸢ラ⸣ヌ	[⸢toː⸣sa tu⸢rinteː⸣na ʔa⸢buʃi⸣barai ⸢saŋ⸣kaː na⸢ra⸣nu]	(田草を取りながら田の畦の雑草を刈り取らないといけない)。沖縄本島のアブ(ー)⸢シバレ⸣ー[ʔabu(ː)⸢ʃibare⸣ː](畦祓い・田の畦をはらう行事<虫よけの祈願>)(『沖縄今帰仁方言辞典』)という民俗行事はないが、類似の民俗行事としては⸢ユーニガイ[⸢juːnigai](「世願い」の義)がある
1092	0	0	1005	アブバタ	ア⸢ブバタ	1	⸢ウンザー⸣　ア⸢ブバタ⸣　ヤ⸢ルンダ⸣　ギュー⸢サ⸣　ッ⸢ふァーサバン⸣　メー⸢ティ⸣　ア⸢ザヌ	[⸢ʔunʣaː⸣ ʔa⸢bubata⸣ ja⸢runda⸣ gjuː⸢sa⸣ f⸢faːsabam⸣ meː⸢ti⸣ ʔa⸢ʣanu]	(あいつの腹は穴腹<底なしの腹>だから、いくら食わせても「もう十分{EOS}もう結構」とは言わない)。ア⸢ブバタ　マーシ⸣ノ[ʔa⸢bubata maːʃi⸣no](穴腹野郎めが)、卑罵表現
1118	0	0	1034	アマシェー	ア⸢マシェー	1	⸢マイ⸣ヌ　イ⸢ク⸣サナー　パ⸢トゥ⸣マナーテー　ア⸢マシェートゥ⸣　ユ⸢レーヌ⸣　ヌ⸢バ⸣ルブザマテーナ　バ⸢ク⸣ダン　ウ⸢タサ⸣レータン	[⸢mai⸣nu ʔi⸢ku⸣sanaː pḁ⸢tu⸣manateː ʔa⸢maʃeːtu⸣ ju⸢reːnu⸣ nu⸢ba⸣rubuʣamateːna ba⸢ku⸣daŋ ʔu⸢tasa⸣reːtaŋ]	(先の戦争で、鳩間島では小浜家と寄合徹氏宅<野原叔父さんの家>に爆弾が落とされた)。ア⸢マシェーヌ⸣　イ⸢ゴー⸣ザザーテー[ʔa⸢maʃeːnu⸣ ʔi⸢goː⸣ʣaʣaːteː]ともいう。古老は⸢パイ⸣ネー[⸢pai⸣neː](屋敷名)ともいう。
93	0	0	1042	アマスン	ア⸢マスン	2	ユ⸢ナラン⸣ケン　ミ⸢ジ⸣　ア⸢マシ	[ju⸢naraŋ⸣kem mi⸢dʒi⸣ ʔa⸢maʃi]	(日が暮れないうちに水を浴びせなさい<入浴させなさい>)。動詞ア⸢ムン[ʔa⸢muŋ](浴びる)の未然形に、使役の助動詞⸢スン[⸢suŋ](~せる{EOS}~させる)が付いて形成された使役動詞。
1128	0	1	1043	アマスン	ア⸢マ⸣スン	6	⸢ピー⸣チェー　ア⸢マ⸣シバ	[⸢piː⸣ʧeː ʔa⸢ma⸣ʃiba]	(一つは余しなさい)。若年層は、ア⸢マラ⸣スン[ʔa⸢mara⸣suŋ](余す)ともいう。
1139	0	0	1054	アマチウタシ	ア⸢マ⸣チ　ウ⸢タ⸣シ	1	⸢キーヌユダ⸣ヌ　ヤ⸢マ⸣カビ　サ⸢カリティ　ヤー⸣ヌ　⸢ウイ⸣　ア⸢ミカビン⸣ギサティル　ア⸢マ⸣チ　ウ⸢タ⸣スンティ　⸢ベー	[⸢kiːnujuda⸣nu ja⸢ma⸣kabi sḁ⸢kariti jaː⸣nu ⸢ʔui⸣ ʔa⸢mikabiŋ⸣gisatiru ʔa⸢ma⸣ʧi ʔu⸢ta⸣sunti ⸢beː]	(木の枝が鬱蒼と生い茂って屋根の上に伸し掛かりそうなので、下枝打ちをしようとしている)。ア⸢マ⸣チバライ[ʔa⸢ma⸣ʧibarai](下枝払い)ともいう
1152	0	0	1063	アマフチ	ア⸢マフチ	1	ウ⸢レー⸣　ア⸢マフチ⸣　ヤ⸢ルンダ⸣　ウ⸢リヌ⸣　バ⸢カス　スー⸣ヤ　ヌ⸢マラ⸣ヌ	[ʔu⸢reː⸣ ʔa⸢maɸuʧi⸣ ja⸢runda⸣ ʔu⸢rinu⸣ ba⸢kasu suː⸣ja nu⸢mara⸣nu]	(彼は甘口だから、彼の煮る<炊く>御汁は飲めない)。味付けをする際に、塩気の少ない味を好む人。薄味。サ⸢クラフチ[sḁ⸢kuraɸuʧi](塩辛い味を好む人)の対義語。「甘口」の義。「甘味を好む人」の意に用いることもある。
1156	0	0	1067	アマミジ	ア⸢マミジ	1	ア⸢マミジヌ⸣　ン⸢ジ⸣ルン　⸣トンマー　⸣マナー　ア⸢ル⸣ワ	[ʔa⸢mamiʤinu⸣ ʔn⸢ʤi⸣run ⸣tommaː ⸣manaː ʔa⸢ru⸣wa]	(真水の出る所は何処にあるか)。⸢スー⸣ミジ[⸢suː⸣miʤi](塩水)の対義語。
1157	0	0	1068	アマミジ	ア⸢マ⸣ミジ	1	ア⸢マ⸣ミジシ　⸣ユー　フ⸢カ⸣シティ　⸣サー　イ⸢ル⸣カー　ン⸢マー⸣ンドゥ　⸢カーヌ　ミジ⸣シェー　ン⸢マー　ナー⸣ヌ	[ʔa⸢ma⸣miʤiʃi ⸣juː ɸu̥⸢ka⸣ʃi̥ti ⸣saː ʔi⸢ru⸣kaː ʔm⸢maː⸣ndu ⸢kaːnu⸣ mi⸢ʤi⸣ʃeː ʔm⸢maː naː⸣nu]	(天水で湯を沸かしてお茶を入れると美味しいが、井戸水では美味しくない)。天水は湯茶用水として重宝された。屋根に降った雨水を樋で受け、タンクや水がめに貯えた。
1158	0	0	1069	アマミジカー	ア⸢マミジカー	1	パ⸢トゥマ⸣ナー　⸢インヌカー　アンヌカー　ウイヌカー　パチンガカーヌ　ユートンヌ⸣　ア⸢マミジカーヌ　アッ⸣タン	[pḁ⸢tu⸣manaː ⸢ʔinnukaː ʔannukaː ʔuinukaː⸣ pḁ⸢ʧiŋgakaːnu juːtonnu⸣ ʔa⸢mamiʤikaːnu ʔat⸣taŋ]	(鳩間島には西の井戸、東の井戸、上の井戸、初の井戸の四箇所の真水の出る井戸があった)。鳩間島で利用されたほとんどの井戸はア⸢マミジカー[ʔa⸢mamiʤikaː](淡水の出る井戸)であるが、タ⸢チ⸣バル[ta⸢ʧi⸣baru](立原)の⸣ウブシケー[⸣ʔubuʃi̥keː](大城家)の畑の側にあったサ⸢クラ⸣カー[sḁ⸢kura⸣kaː](塩辛い井戸)は塩分の多い水のでる小さな井戸であった。現在は埋められているという。
1161	0	0	1075	アマヨーン	ア⸢マヨーン	1	ア⸢マヨーン⸣　ナリ　⸢ミー⸣ヌ　⸣マイ　ノー⸢ン⸣　ミ⸢ララ⸣ヌ	[ʔa⸢majoːn⸣ nari ⸢miː⸣nu ⸣mai noː⸢m⸣ mi⸢rara⸣nu]	(雨の降る真っ暗闇になって、目の前は何にも見えない)。雨のために暗闇になること。「雨闇」の義。
108	0	0	1086	アマングイ	ア⸢マン⸣グイ	1	ナ⸢チヌ　ペーレーヌ⸣　シ⸢ジク⸣カー　サ⸢カサンケー⸣ヤ　ム⸢トゥ⸣ウガンナ　スルイ⸢ヨー⸣リティ　ア⸢マングイ⸣ヌ　⸢ニン⸣ガイ　⸢ソーッ⸣タ	[na⸢ʧinu peːreːnu⸣ ʃi⸢ʤiku⸣kaː sa⸢kasaŋkeː⸣ja mu⸢tu⸣ʔugannaː surui⸢joː⸣riti ʔa⸢mangui⸣nu ⸢niŋ⸣gai ⸢soːt⸣ta]	(夏の旱が続くと司<神女>方が友利御嶽にお揃いになって雨乞いの祈願をなされた)。雨乞い歌。旱魃が続いて農作物に被害が出ると、島のサ⸢カサ[sḁ⸢kasa](司{EOS}女性神職者)やティ⸢ジリ⸣ビー[ti⸢ʣiri⸣biː](手摺り部{EOS}男性神職者)、それにヤ⸢ク⸣サ[ja⸢ku⸣sa](村役人{EOS}祭祀係り)らが集まって協議し、サ⸢カサに⸢ピュール[⸢pjuːru](日和)を取ってもらって雨乞いの祭祀を実施した。友利御嶽で「雨乞い」の祈願をし、雨乞いの歌を歌って五箇所の御嶽を回り、井戸から汲んできた桶の水を道中柄杓で汲み、それを掛け合いながら歩いた。雨乞いの歌は神歌としてサカサやティジリビーだけに歌い継がれ、一般の人には知られていなかった。1960年ごろまでは一般の人に教えることを禁じられていた。「雨乞い歌」は、ナ⸢ガミ⸣ク[na⸢gami⸣ku](長め句)とハ⸢ヤミ⸣ク[ha⸢jami⸣ku](早め句)から構成されている。
1076	0	0	1088	アマンベールン	ア⸢マンベールン	2	ク⸢ヌ　ムチェー⸣　ア⸢マンベーリティ⸣　ン⸢マーナー⸣ヌ	[ku⸢nu muʧeː⸣ ʔa⸢mambeːriti⸣ ʔm⸢maːnaː⸣nu]	(この餅は甘みをおびていて美味しくない)。食物全体が異常に甘ったるくなる。
1191	0	0	1089	アミ	⸣アミ	1	ア⸢ミ⸣ヌ　⸣フーン	[ʔa⸢mi⸣nu ⸣ɸuːŋ]	(雨が降る)。ア⸢ミ⸣　フーン[ʔa⸢mi⸣ ɸuːŋ](雨<が>降る)ともいう。
1107	0	0	1091	アミオシキ	ア⸢ミオシ⸣キ	1	ク⸢ヌ⸣　シケー　ア⸢ミオシキ⸣ヌ　シ⸢ジキティ⸣　パ⸢タ⸣キ　⸢カイサラ⸣ヌ	[ku⸢nu⸣ ʃi̥keː ʔa⸢miʔoʃi̥ki⸣nu ʃi⸢ʤikiti⸣ pḁ⸢ta⸣ki ⸢kaisara⸣nu]	(今月は雨天が続いて畑を耕すことが出来ない)。ア⸢ミフイオシ⸣キ[ʔa⸢miɸuiʔoʃi̥⸣ki](雨降り天気)ともいう。
114	0	0	1095	アミカブン	ア⸢ミカブン	1	ク⸢ビッチン⸣　ヌ　クトシン　プ⸢スンナー⸣ニ　ア⸢ミカブン	[ku⸢bitʧin⸣nu ku̥tuʃim pu̥⸢sunnaː⸣ni ʔa⸢mikabuŋ]	(これぽっちのことでも人に怒鳴り込む)。他人が伸し掛かってくる。他人が恐ろしい剣幕でなじってくる。強く問責してくる。
102	0	0	1114	アミフイ	ア⸢ミ⸣フイ	3	ア⸢ミフイ⸣ヌ　シ⸢ジクター⸣　シ⸢トゥレー⸣ヌ　パ⸢タ⸣ケー　⸢ペーララ⸣ヌ	[ʔa⸢miɸui⸣nu ʃi⸢ʤikutaː⸣ ʃi̥⸢tureː⸣nu pḁ⸢ta⸣keː ⸢peːrara⸣nu]	(雨降りが続いたので土が粘っこくなって畑に入れない)。シ⸢トゥ⸣レーン[ʃi̥⸢tu⸣reːŋ]参照
98	0	0	1118	アミマーチ	ア⸢ミマー⸣チ	1	マーン⸢ベーマ⸣　ア⸢ミマー⸣チ　シ⸢ティ⸣　パリバ	[maːm⸢beːma⸣ ʔa⸢mimaː⸣ʧi ʃi̥⸢ti⸣ pariba]	(もう少し雨宿りをしてからいきなさい)。「雨待ち」の転訛か。
1221	0	0	1133	アモールン	ア⸢モー⸣ルン	1	ア⸢ムン	[ʔa⸢muŋ]	(浴びる)の敬譲形(敬語)。[ʔa⸢mi](浴び<連用形>)・[ʔoː⸣ruŋ](おわす<御座す>)→　ア⸢モー⸣ルン[ʔa⸢moː⸣ruŋ]と音韻変化したもの。
1265	0	0	1174	アラカーウガン	ア⸢ラ⸣カーウガン	2	ティ⸢ジリ⸣ビ	[ti⸢ʤiri⸣bi]	(てずりべ{EOS}男の神人)は東里清光氏が勤めておられた(平成10年頃))。伝承によると、ム⸢カ⸣シナー　⸢ペーレーヌ⸣　シ⸢ジキティ⸣　ス⸢クリ⸣ムヌン　サ⸢リティ⸣　トゥ⸢ララン⸣シェンドゥ　⸢ヨー⸣カヤートゥ　ア⸢ザテーヌ　ターパタ⸣キナー　カー⸢ニ⸣　ア⸢ミ⸣ヌ　フイ⸢キー⸣ル　パ⸢トゥ⸣マー　ガ⸢シ⸣　ナ⸢ラン⸣シェンツォー　⸣アイ　ヤ⸢レー⸣キ　⸢ウン⸣ネヌ　ウ⸢ガンバ⸣　ブ⸢ラクヌ⸣　プ⸢スン⸣　ウ⸢ガ⸣モーリ　⸢ウン⸣ネナー　⸢アッ⸣タ　カ⸢シ⸣ラン　⸣バキティ　⸢アンヌムラヌ⸣　トゥ⸢ムレー⸣　ム⸢タ⸣ソーッタ⸣ツォー[mu⸢ka⸣ʃinaː ⸢peːreːnu⸣ ʃi⸢ʤikiti⸣ su̥⸢kuri⸣munun tu⸢raraŋ⸣ʃendu ⸢joː⸣kajaːtu ʔa⸢ʣatenu taːpata⸣kina kaː⸢ni⸣ ʔa⸢mi⸣nu ɸui⸢kiː⸣ru pḁ⸢tu⸣maː ga⸢ʃi⸣ na⸢raŋ⸣ʃenʦoː ⸣ʔai ja⸢reː⸣ki ⸢ʔun⸣nenu ʔu⸢gam⸣ba bu⸢rakunu⸣ pu̥⸢suŋ⸣ ʔu⸢ga⸣moːri ⸢ʔun⸣nena ⸢ʔat⸣ta kḁ⸢ʃi⸣ram ⸣bakiti ⸢ʔannumuranu⸣ tu⸢mureːm⸣ mu⸢ta⸣soːttaʦoː](昔に旱魃が続いて作物も枯れて収穫出来なかったが、西原家と東里家の田畑にだけ雨が降ったので、鳩間島は餓死しなかったそうだ{EOS}それで、その家の御嶽を村の人も拝まれ、その家にあった旗頭も分けて東村の友利家に分与され<持たされ>たそうだ)(鳩間真吉氏談)
1303	0	0	1193	アラシゥカイ	ア⸢ラシゥカイ	1	⸢ジン⸣マー　ア⸢リ⸣バティ　⸢シー⸣　アイニ　ア⸢ラシゥカイ⸣　ス⸢ナ⸣ヨー	[⸢ʤim⸣maː ʔa⸢ri⸣bati ⸢ʃiː⸣ ʔaini ʔa⸢rasï̥kai⸣ su⸢na⸣joː]	(お金はあるからといって、あんなに荒く使うなよ<荒使いするなよ>)。シ⸢トゥム⸣テーラ　ユネン⸢バー⸣キ　⸢ユーコー⸣シン　サ⸢ムティ⸣　プ⸢スバ⸣　ア⸢ラシゥカイ⸣　ス⸢ナ⸣。
1292	0	0	1197	アラシコーシ	ア⸢ラシコーシ	1	ア⸢ラシコーシェー　トーカキ⸣ヌ　⸣ヨイラー　⸣サンジュー⸢サンニンキ⸣ヌ　⸢ソッ⸣コーン　ドー⸢レー⸣ナー　⸢アーラソーッ⸣タン	[ʔa⸢raʃikoːʃeː toːkaki⸣nu ⸣joira ⸣sanʣuː⸢sanniŋki⸣nu ⸢sok⸣koːn doreːnaː ⸢ʔaːrasoːt⸣taŋ]	(蒸し餅菓子は米寿の祝いから三十三年忌の法事などの際に蒸し上げて作られた)。二十五年忌以後の法事には、この菓子を供えるものとされていた。⸢アーラシコーシ[⸢ʔaːraʃikoːʃi]ともいう
1287	0	0	1200	アラスイ	ア⸢ラスイ	1	カ⸢ジヌ⸣　ア⸢ラスイ　シーティル⸣　フネー　⸣ウケー　ン⸢ザサラン⸣サー	[ka⸢ʤinu⸣ ʔa⸢rasui ʃiːtiru⸣ ɸuneː ⸣ʔukeː ʔn⸢ʣasaran⸣saː]	(風が吹き荒れて舟は沖へ出されないよ)。「荒そよぎ」の義。
1302	0	0	1214	アラタムン	ア⸢ラ⸣タムン	2	ア⸢ラタマン⸣タンティン　⸣ミサン	[ʔa⸢rataman⸣tantim ⸣misaŋ]	(改めなくても良い)。ム⸢カ⸣シェーラ　⸢シー⸣ケー　⸢トゥー⸣ル　⸢シー⸣バ。ア⸢ラタム⸣ナ[mu⸢ka⸣ʃeːra ⸢ʃiː⸣keː ⸢tuː⸣ru ⸢ʃiː⸣ba。ʔa⸢ratamu⸣na](昔からしてきた通りにしなさい{EOS}改めるな)。
1322	0	0	1235	アラブシケー	ア⸢ラブシケー	1	ア⸢ラブシケーヌ⸣　アー⸢パー⸣マー　ユ⸢ナ⸣デーヌ　ミ⸢ドーン⸣ッふァ　ヤ⸢ロー⸣リ　⸢マイトゥブ⸣レーヌ　⸢モー⸣シェンマーヌ　ブ⸢ネーヌ⸣　ウヤ　ヤ⸢ローッ⸣タ	[ʔa⸢rabuʃi̥keːnu⸣ ʔaː⸢paː⸣maː ju⸢na⸣deːnu mi⸢doːŋ⸣ffa ja⸢roː⸣ri ⸢maitubu⸣reːnu ⸢moː⸣ʃemmaːnu bu⸢neːnu⸣ ʔuja ja⸢roːt⸣ta]	(大工新吉氏宅のお祖母さんは与那田家の娘であられ、吉川家の森子氏の母親であられた)。ア⸢ラブシケーヌ⸣　ウ⸢キ⸣ナザーテー[ʔa⸢rabuʃi̥keːnu⸣ ʔu⸢ki⸣naʣaːteː](大工修氏宅<東大城家の宇慶那氏宅>)ともいう。⸢アーラ⸣・⸣ウブシケー[⸢ʔaːra⸣・⸣ʔubuʃi̥keː](東・大城家)が音韻変化して生成された合成語。大工修氏らは戦前に鳩間島漁業組合の設立に貢献され、鳩間島漁業組合のコンクリート建て冷蔵庫をカ⸢ザケー[ka⸢ʣakeː](加治工家)の前海岸に建設された
